ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
628,Silverigator,Water,Storm,Uncommon,amorphous-elemental,Beach|Harbor|Marsh,any,Friday,Rain,96x96,5,"Pokemon-style monster creature named ""Silverigator"". PRIMARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. SECONDARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: fin-blade ridges, translucent jelly skin, plus lightning-bolt fur tufts accents from Storm-element, made of barnacle plating. AURA / MOOD: swirling water-stream around body. STYLE REFERENCE: like Vaporeon — sleek aquatic with fluid ridges. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
629,Horroboon,Ice,,Uncommon,mythic-form,Mountain|WaterSurface,any,Wednesday,Snow,96x96,5,"Pokemon-style monster creature named ""Horroboon"". PRIMARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: frost-breath, icicle crown, made of permafrost hide. AURA / MOOD: crisp frost mist. STYLE REFERENCE: like Glaceon — crystalline ice plates over fur. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
630,Kingray,Earth,Fire,Uncommon,bipedal-humanoid,Forest|Mountain|Desert,any,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Kingray"". PRIMARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. SECONDARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: root-bound horns, boulder-shoulder, plus burning mane accents from Fire-element, made of granite hide. AURA / MOOD: small dust kicked up around feet. STYLE REFERENCE: like Rhydon — heavy earth-armored beast. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
631,Pengepi,Wood,,Uncommon,spirit-form,Forest|Plains,day-preferred,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Pengepi"". PRIMARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: branch antlers, flowering blossom on chest, made of ivy weave. AURA / MOOD: petals drifting in air. STYLE REFERENCE: like Sceptile — slender tree-leaf creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
632,Dranub,Metal,Crystal,Uncommon,bipedal-humanoid,Cave|Castle|Harbor,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Dranub"". PRIMARY ELEMENT: Metal — iron grey, steel blue, brass-gold accents. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: riveted plating, gear joints, plus faceted limbs accents from Crystal-element, made of chrome carapace. AURA / MOOD: metallic clinking, static-spark. STYLE REFERENCE: like Scizor — armored insectoid steel-plated. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
633,Rockaroo,Storm,Water,Uncommon,bipedal-humanoid,Beach|Mountain,any,Thursday,Rain,96x96,5,"Pokemon-style monster creature named ""Rockaroo"". PRIMARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. SECONDARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: static-crackle eyes, lightning-bolt fur tufts, plus translucent jelly skin accents from Water-element, made of kelvin-blue skin. AURA / MOOD: arcing electric tendrils. STYLE REFERENCE: like Zapdos — feathered electric storm-bird. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
634,Octopine,Wind,,Uncommon,octopus,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Octopine"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: octopus. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: cloud-puff mane, crescent horns, made of thin chitin. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
635,Leotine,Shadow,Light,Uncommon,amorphous-elemental,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Leotine"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. SECONDARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: fanged maw, spectral cloak, plus feathered cloak accents from Light-element, made of obsidian claws. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
636,Magicapi,Light,,Uncommon,beast,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Magicapi"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: halo crest, sun-ray fur, made of sunlit feather. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
637,Bisong,Venom,Blood,Uncommon,spirit-form,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Bisong"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. SECONDARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: stinger tail, dripping fangs, plus open-heart chest accents from Blood-element, made of chitin shell. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
638,Octopoal,Cosmic,Light,Uncommon,octopus,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Octopoal"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. SECONDARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. CREATURE ARCHETYPE: octopus. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: asteroid horns, void-eyes, plus luminous eyes accents from Light-element, made of supernova mane. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
639,Quiloda,Aether,,Uncommon,quadruped,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Quiloda"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: third-eye on forehead, crown of hovering motes, made of translucent flesh. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
